Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Atlantic City,Marlton Square Specialty Center,NJ9091,Marlton,NJ,Routes 70 & 73,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1999,87000,20,Madison Marquette,44.892544887964654
Atlantic City,Ocean County Mall,NJ0480,Toms River,NJ,Bay & Hooper Aves.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1976,898361,106,"Simon Property Group, Inc.",44.93852971814347
Atlantic City,Indian Head Plaza,NJ9063,Toms River,NJ,Rtes. 9 & 571,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1989,237333,21,Jacobs Enterprises Inc.,45.10220720652906
Atlantic City,Voorhees Town Center,NJ0520,Voorhees,NJ,Somerdale & Burnt Mill Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1970,732000,70,Namdar Realty Group,45.36131310617418
Atlantic City,Richwood Commons,NJ9319,HarrisonTownship,NJ,Routes 55 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2017,400000,20,MM/Canuso Communities,45.82385786933933
Atlantic City,Richwood Marketplace,NJ9318,Harrison Township,NJ,Routes 55 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2017,398000,25,MM/Canuso Communities,45.86488029911631
Atlantic City,Richwood Village,NJ9273,Harrison Township,NJ,Routes 55 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,200000,40,MM/Canuso Communities,46.05113201987097
Atlantic City,Mantua Square,NJ9309,Mantua,NJ,Rte. 55 & Woodbury-Glassboro Rd. (Rte. 553),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2007,300000,12,"Metro Commercial Real Estate, Inc",46.24020363260112
Atlantic City,The Court At Deptford II,NJ9189,Deptford,NJ,Deptford Center & Almonesson Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1998,143673,8,"The Goldenberg Group, Inc.",47.84504325539946
Atlantic City,The Court at Deptford,NJ0003,Deptford,NJ,Deptford Center & Almonesson Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1991,361100,26,DLC Management Corporation,47.88930113873649
Atlantic City,Deptford Mall,NJ0100,Deptford,NJ,"Rtes. 42, 55 & 544","philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1975,1128925,144,Macerich,48.02286491381001
Atlantic City,Deptford Landing,NJ9302,Deptford,NJ,Rte. 42 & Clements Bridge Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2006,517054,23,Blackstone Group,48.20606993331976
Atlantic City,East Gate Square,NJ0022,Mount Laurel,NJ,Route 38 & East Gate Drive,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Open,1997,888842,59,M & J Wilkow Ltd.,48.772614170358175
Atlantic City,Moorestown Mall,NJ0320,Moorestown,NJ,Rt. 38 & Lenola Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1963,1001000,86,PREIT,49.11837381902801
Atlantic City,Centerton Square,NJ0091,Mt. Laurel,NJ,Centerton Road & Marter Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Open,2004,732000,55,Dividend Capital,49.13743780445118
Atlantic City,Town & Country Shopping Center,NJ0004,Lakewood,NJ,Garden State Pkwy. & Rte. 70,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1990,315800,27,Steiner Equities Group,49.91752220753354
Atlantic City,Market Place at Brick,NJ0043,Brick,NJ,NJ Rte. 70 & Shorrock St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,347330,15,"Edgewood Properties, Inc.",50.19063897808211
Atlantic City,Towne Place at Garden State Park,NJ0112,Cherry Hill,NJ,NWQ Route 70 & Haddonfield Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2008,285000,39,"Edgewood Properties, Inc.",50.39857177419305
Atlantic City,Market Place at Garden State Park,NJ0108,Cherry Hill,NJ,Haddonfield Rd. & Rte. 70,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,NA,530000,35,"Edgewood Properties, Inc.",50.40001120913351
Atlantic City,Hillview Shopping Center,NJ0077,Cherry Hill,NJ,Rte. 38 & Cherry Hill Mall Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1998,340100,7,Kimco Realty Corporation,50.74058211525791
Atlantic City,Garden State Pavilions,NJ0075,Cherry Hill,NJ,Rte. 70 West & Cornell Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1999,381799,22,Kimco Realty Corporation,50.77203583497361
Atlantic City,The Plaza at Cherry Hill,NJ0081,Cherry Hill,NJ,Rte. 38/Church Rd. & Mall Dr.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1970,437557,23,Urban Edge Properties,50.79153950202612
Atlantic City,Town Crossing Shopping Center,NJ9315,Burlington,NJ,Mount Holly Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,NA,411993,10,Hampshire Real Estate Companies,50.93590841525424
Atlantic City,Cherry Hill Mall,NJ0060,Cherry Hill,NJ,Rt. 38 & Haddonfield Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1961,1307000,160,PREIT,51.013343387525694
Atlantic City,Burlington Center Mall,NJ0045,Burlington,NJ,Rte. 541 & Bromley Blvd.,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1982,670000,120,"Moonbeam Capital Investments, LLC",51.339600998950786
Atlantic City,Liberty Square Center,NJ0006,Burlington,NJ,Mount Holly Rd & Rte 541,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1972,380383,14,National Realty & Development Corp.,52.1473539964437
Atlantic City,Woolwich Commons,NJ9279,Woolwich,NJ,Rte. 322 & Kings Way,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2018,544459,30,"Wolfson Group, Inc.",53.19769567119946
Atlantic City,Main Street at Woolwich,NJ9280,Woolwich,NJ,Rte. 322 & Kings Way,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2018,650000,0,NA,53.33820025870409
Atlantic City,Columbus Commons,PA8971,Philadelphia,PA,Christopher Columbus Blvd. & Snyder Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2004,643810,19,"The Goldenberg Group, Inc.",53.904716789423595
Atlantic City,Lanes Mill Marketplace,NJ0079,Howell,NJ,US Rte. 9 @ Lanes Mill Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,435084,20,c/o Katz & Associates,54.375554641032785
Atlantic City,Jackson Shopping Center,NJ9333,Jackson,NJ,N. County Line Rd btwn Bennett & Jackson Mills Rds,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2017,400000,35,Flaum Management Company,54.59274283377021
Atlantic City,Howell Commons,NJ0107,Howell,NJ,State Rte. 9 & Locust Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1998,300000,28,"Benderson Development Company, LLC",54.73438068652524
Atlantic City,Jackson Premium Outlets,NJ0046,Jackson,NJ,I-195 at CR 537 (Monmouth Rd.),"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,1997,286000,73,Premium Outlets | Simon,55.29260765687415
Atlantic City,Quartermaster Plaza,PA0142,Philadelphia,PA,23rd & Oregon Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2004,456602,26,"Cedar Realty Trust, Inc.",55.51634829694609
Atlantic City,Fashion District Philadelphia,PA1040,Philadelphia,PA,NWC 9th & Market Sts.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1977,838000,116,PREIT,56.04375788827961
Atlantic City,The Bellevue,PA9540,Philadelphia,PA,Broad St. & Walnut St.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Enclosed,1904,48000,25,PREIT,56.23474957230879
Atlantic City,The Shops at Liberty Place,PA0102,Philadelphia,PA,16th & 17th Streets,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Enclosed,1990,153000,62,"Williams Jackson Ewing, Inc.",56.48467555933375
Atlantic City,Brook 35 & West,NJ9341,Sea Girt,NJ,NJ Hwy. 35,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,NA,98000,24,Federal Realty Investment Trust,57.30000335023706
Atlantic City,Philadelphia Mills,PA8940,Philadelphia,PA,Woodhaven & Knights Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1989,1603000,185,"Simon Property Group, Inc.",57.463309061672746
Atlantic City,Tanger Outlet Centers,DE0002,Rehoboth Beach,DE,Rte. 1,"salisbury, md",Value-Retail Center,Open,1989,557422,140,"Tanger Factory Outlet Centers, Inc.",57.47702605018472
Atlantic City,University of Pennsylvania,PA9499,Philadelphia,PA,Block of Walnut St.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1987,400000,125,NA,57.589818873042994
Atlantic City,Roosevelt Mall,PA8930,Philadelphia,PA,NWC Bustleton & Cottman Ave. (Rte. 73),"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Open,1964,561890,58,"Brixmor Property Group, Inc.",57.827238683969014
Atlantic City,Bordentown Shopping Center,NJ0040,Bordentown,NJ,Rt. 206 & Martin Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1958,219127,10,"Saker ShopRites, Inc.",57.88166852925267
Atlantic City,Northeast Tower Center,PA0171,Philadelphia,PA,SEC Roosevelt Blvd. (Rte. 1) & Whitaker Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1997,477235,25,Paramount Realty Services,58.25834316539106
Atlantic City,Hamilton Marketplace,NJ0076,Hamilton,NJ,US Route 130 & I-195,"trenton-ewing, nj",Power Center,Open,2002,959903,58,DDR Corp.,58.67263592725617
Atlantic City,Whitman Square,PA0165,Philadelphia,PA,Grant Ave. & Roosevelt Blvd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2004,468121,12,"The Goldenberg Group, Inc.",58.848403191648146
Atlantic City,The Shops at 69th Street,PA9025,Upper Darby,PA,69th St. & Market St. & Walnut St.,NA,Lifestyle/Specialty Center,Open,NA,550000,70,Ashkenazy Acquisition Corp.,60.27737683637896
Atlantic City,Dover Mall & Commons,DE0025,Dover,DE,Rt. 13 & N. Dupont Hwy.,"dover, de",Regional Center,Enclosed,1982,925668,105,"Simon Property Group, Inc.",60.34921448986862
Atlantic City,Marketplace at Neshaminy,PA0088,Bensalem,PA,US 1 & Pennsylvania Tpke. &  Rock Hill Road,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1999,350000,15,Paramount Realty Services,60.368224201695156
Atlantic City,Neshaminy Mall,PA0065,Bensalem,PA,US Route 1 & Bristol Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1968,1025297,102,GGP,60.42648622209881
Atlantic City,The Marketplace at Oxford Valley,PA0083,Langhorne,PA,Lincoln Hwy. & Oxford Valley Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1998,240000,6,CBRE | Fameco,61.01790182072001
Atlantic City,Penns Grove Riverwalk,NJ0125,Penns Grove,NJ,West Main St. & Delaware Ave (on river),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,195000,50,"Fenwick Commons, LLC",61.213655762249374
Atlantic City,Freehold Marketplace,NJ0098,Freehold,NJ,SR 33 & W. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2006,368309,6,DDR Corp.,61.286064959871545
Atlantic City,Springfield East/Springfield Park,PA1400,Springfield,PA,Baltimore Pike & Woodland Ave. (Rte 420),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1982,274000,10,National Realty Corporation,61.36354788571285
Atlantic City,Court At Oxford Valley,PA0110,Fairless Hills,PA,Oxford Valley Rd. @ Rte. 1,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1996,704526,24,"The Goldenberg Group, Inc.",61.45835952322331
Atlantic City,Oxford Valley Mall,PA0660,Langhorne,PA,"US Rt 1, I-95 & Oxford Valley Rd.","philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1973,1331000,144,"Simon Property Group, Inc.",61.539325308621486
Atlantic City,Freehold Raceway Mall,NJ0009,Freehold,NJ,"Routes. 9, 537, 33","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1990,1665399,215,Macerich,62.03138684528589
Atlantic City,Springfield Mall,PA1380,Springfield,PA,Rt. 320 & Baltimore Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1974,611000,79,PREIT,62.07877994644136
Atlantic City,Freehold Raceway Village,NJ0056,Freehold,NJ,Totters Way & W. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1992,326637,6,Triangle Equities,62.198409198555964
Atlantic City,Shoppes at Camden Town Center,DE0128,Camden,DE,Rte. 13 & Walmart Dr.,"dover, de",Regional Center,Open,NA,570000,26,DSM Commercial,62.25418253236248
Atlantic City,Jersey Shore Premium Outlets,NJ0113,Tinton Falls,NJ,Btwn Garden State Parkway & Route 66,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,2008,434367,130,Premium Outlets | Simon,62.297989103348606
Atlantic City,Greenleaf at Cheltenham,PA1020,Philadelphia,PA,Cheltenham Ave. & Ogontz Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1981,656052,33,Sun Equity Partners,62.433239282428715
Atlantic City,Tri-State Mall,DE0123,Claymont,DE,Naamans Rd. & I-95,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,NA,513896,57,"The Rosen Group, Inc.",62.526343780624934
Atlantic City,Market Place at Monroe,NJ9258,Monroe Township,NJ,Route 33 btwn. Perrineville & Bentley Rds.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2015,626000,15,"Edgewood Properties, Inc.",62.665057877650106
Atlantic City,Capitol Plaza,NJ0027,Ewing,NJ,North Olden Ave. & Princeton Ave.,"trenton-ewing, nj",Power Center,Open,1958,354993,28,c/o Levin Management,63.2103515562642
Atlantic City,Cedarbrook Plaza,PA1610,Wyncote,PA,Cheltenham Ave. & Easton Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1963,600000,60,Nassimi Realty Corp.,63.3150076812747
Atlantic City,Merchant's Square,DE0119,Wilmington,DE,Governor Printz Blvd. & Edgemoor Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1950,260996,21,Allied Properties,63.49986344635338
Atlantic City,Seaview Square,NJ0010,Ocean Township,NJ,"Rtes. 35, 66 & 18","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1977,1100000,31,"Wharton Realty Group,Inc.",63.58582198129948
Atlantic City,Suburban Square,PA0040,Ardmore,PA,Anderson & E. Montgomery Aves.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1928,375486,56,Kimco Realty Corporation,63.73447037203523
Atlantic City,Asbury Park,NJ0089,Asbury Park,NJ,Along Ocean Ave. Btwn Cookman Ave. & Deal Lake Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2006,400000,50,Madison Ashbury Retail LLC,63.897367763812284
Atlantic City,Willow Grove Park,PA1600,Willow Grove,PA,Easton & Old Welsh Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1982,1179000,133,PREIT,65.08504454499922
Atlantic City,Willow Grove,PA0184,Willow Grove,PA,Easton & Old York Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1953,211000,26,Federal Realty Investment Trust,65.08828415854546
Atlantic City,Plaza/Trolley Stop @ Willow Grove,PA9369,Willow Grove,PA,Rte. 611 & Rte. 263,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1961,176300,9,PREIT,65.14283950454124
Atlantic City,Granite Run Mall,PA0820,Media,PA,Rte. 1 & Rte. 352,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1974,1039687,122,BET Investments,65.5011902153696
Atlantic City,Quaker Bridge Mall,NJ0260,Lawrenceville,NJ,US Rt. 1 & Quaker Bridge Mall Rd.,"trenton-ewing, nj",Super-Regional Center,Enclosed,1976,1076000,116,"Simon Property Group, Inc.",65.52173872819002
Atlantic City,Middletown Commons,PA9131,Media,PA,Rte. 1 (Baltimore Pike) & Rte. 452,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,368000,NA,The McKee Group,65.74640964120367
Atlantic City,Nassau Park Pavilion,NJ0037,Princeton,NJ,Quakerbridge Rd. & US Rte. 1,"trenton-ewing, nj",Super-Regional Center,Open,1995,1117098,48,DDR Corp.,66.34588909492405
Atlantic City,Willow Grove Pointe Shopping Ctr.,PA9519,Willow Grove,PA,Welsh Rd. & Blair Mill Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,NA,434000,15,Goodman Properties,66.51645284635542
Atlantic City,MarketFair,NJ0435,Princeton,NJ,U.S. Route 1 & Meadow Rd.,"trenton-ewing, nj",Lifestyle/Specialty Center,Enclosed,1986,245947,39,TIAA-CREF,66.93951424083853
Atlantic City,Monmouth Mall,NJ0140,Eatontown,NJ,Hwys. 35 & 36,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1960,1503807,140,Brookfield Properties Retail,67.09914028491377
Atlantic City,Concord Mall,DE0080,Wilmington,DE,Naaman's Rd. & Concord Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1968,893174,75,Allied Properties,67.24253543339155
Atlantic City,Brandywine Town Center,DE0003,Wilmington,DE,Rte. 202 (Concord Pike) & Rte. 92 (Naamans Rd.),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1997,874989,29,Acadia Realty Trust,67.27084215533857
Atlantic City,The Village Mall,PA0035,Horsham,PA,Blair Mill & Moreland Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1972,260511,12,Carlyle Management,67.39570920132708
Atlantic City,Market Square,DE0122,Wilmington,DE,Concord Pike (Route 202) & Naaman's Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,NA,102047,16,Acadia Realty Trust,67.44471533417146
Atlantic City,Ellis Preserve,PA9491,Newtown Square,PA,Rtes. 3 & 252,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,400000,40,"Metro Commercial Real Estate, Inc",67.55074871092606
Atlantic City,Newtown Square,PA9526,Newtown Square,PA,West Chester Pike (PA Rte. 3),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1970,142597,25,Regency Centers,67.93495401341816
Atlantic City,Barley Mill Plaza,DE0115,Wilmington,DE,Rte. 141 (Centre Rd.) & Rte. 48 (Lancaster Trnpk.),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2020,454000,25,Pettinaro,68.06035540053409
Atlantic City,The Shoppes at Marville,PA9457,Newtown Square,PA,Alice Grim Blvd. & West Chester Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2013,300000,45,National Realty Corporation,68.14632756501892
Atlantic City,Greenville Center,DE0081,Greenville,DE,Buck Rd. & Kennett Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1972,133471,38,Stoltz Management,68.26170046779333
Atlantic City,Christiana Fashion Center,DE0129,Christiana,DE,Delaware 1 & I-95,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Open,2015,559783,44,Allied Properties,68.36191870349317
Atlantic City,Christiana Center,DE0004,Newark,DE,Route 58 & Route 4,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1978,306140,15,The Kroenke Group,68.39119514121472
Atlantic City,Concordville Town Centre,PA9528,Glen Mills,PA,Rtes. 1 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2008,538160,35,Brandolini Companies,68.41927764718989
Atlantic City,Prices Corner,DE0040,Wilmington,DE,Kirkwood Highway & Route 141,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1963,497244,42,Arrow Real Estate Services,68.6137744819309
Atlantic City,Christiana Mall,DE0060,Newark,DE,I-95 & Rte. 1,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1978,1267241,154,GGP,68.63765249661834
Atlantic City,Marlboro Plaza,NJ9313,Marlboro,NJ,Rte. 9 & Rte. 520,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1983,306503,36,Basser-Kaufman R/E Developers,68.65277795018808
Atlantic City,Warminster Towne Center,PA0145,Warminster,PA,W. Street (Rte. 132) & Norristown Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1997,317860,14,"Brixmor Property Group, Inc.",68.67373786869747
Atlantic City,The Metroplex,PA0149,Plymouth Meeting,PA,Chemical Rd. @ Gallagher Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2000,778190,23,"The Goldenberg Group, Inc.",68.73167380787434
Atlantic City,The Shoppes at Brinton Lake,PA0146,Glen Mills,PA,Rtes. 1 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2001,195536,36,Poag Shopping Centers,68.89755156347262
Atlantic City,Plymouth Meeting Mall,PA1280,Plymouth Meeting,PA,Germantown Pike & I-276,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1966,948000,103,PREIT,68.92243324392177
Atlantic City,Christiana Town Center,DE0126,Christiana,DE,W. Main St. & Rte. 273,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2001,456000,16,Christiana Town Center LLC,69.11256310915557
